date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1993-04-13,Sri Lanka,Bangladesh,0.0,1.0,FIFA World Cup qualification,Yokohama,Japan,True
1993-04-13,United Arab Emirates,Thailand,1.0,0.0,FIFA World Cup qualification,Tokyo,Japan,True
1993-04-13,Vietnam,Singapore,2.0,3.0,FIFA World Cup qualification,Doha,Qatar,True
1993-04-14,Austria,Bulgaria,3.0,1.0,FIFA World Cup qualification,Vienna,Austria,False
1993-04-14,Denmark,Latvia,2.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False
1993-04-14,Germany,Ghana,6.0,1.0,Friendly,Bochum,Germany,False
1993-04-14,Italy,Estonia,2.0,0.0,FIFA World Cup qualification,Trieste,Italy,False
1993-04-14,Lithuania,Albania,3.0,1.0,FIFA World Cup qualification,Vilnius,Lithuania,False
1993-04-14,Luxembourg,Russia,0.0,4.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1993-04-14,Romania,Cyprus,2.0,1.0,FIFA World Cup qualification,Bucharest,Romania,False
1993-04-15,Hungary,Sweden,0.0,2.0,Friendly,Budapest,Hungary,False
1993-04-15,Japan,Sri Lanka,5.0,0.0,FIFA World Cup qualification,Tokyo,Japan,False
1993-04-15,United Arab Emirates,Bangladesh,1.0,0.0,FIFA World Cup qualification,Yokohama,Japan,True
1993-04-16,Qatar,Singapore,4.0,1.0,FIFA World Cup qualification,Doha,Qatar,False
1993-04-16,Vietnam,Indonesia,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,True
1993-04-17,Malta,Switzerland,0.0,2.0,FIFA World Cup qualification,Attard,Malta,False
1993-04-17,United States,Iceland,1.0,1.0,Friendly,Costa Mesa,United States,False
1993-04-18,Canada,Honduras,3.0,1.0,FIFA World Cup qualification,Burnaby,Canada,False
1993-04-18,Indonesia,Singapore,0.0,2.0,FIFA World Cup qualification,Doha,Qatar,True
1993-04-18,Japan,United Arab Emirates,2.0,0.0,FIFA World Cup qualification,Tokyo,Japan,False
1993-04-18,Mexico,El Salvador,3.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False
1993-04-18,Morocco,Senegal,1.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False
1993-04-18,Saudi Arabia,New Zealand,3.0,1.0,Friendly,Singapore,Singapore,True
1993-04-18,Thailand,Bangladesh,4.0,1.0,FIFA World Cup qualification,Tokyo,Japan,True
1993-04-22,Singapore,Saudi Arabia,0.0,3.0,Friendly,Singapore,Singapore,False
1993-04-24,Indonesia,Qatar,1.0,4.0,FIFA World Cup qualification,Singapore,Singapore,True
1993-04-24,Saudi Arabia,New Zealand,1.0,0.0,Friendly,Singapore,Singapore,True
1993-04-25,Cyprus,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Limassol,Cyprus,False
1993-04-25,Ethiopia,Uganda,2.0,2.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
1993-04-25,Honduras,El Salvador,2.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1993-04-25,Mexico,Canada,4.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False
1993-04-26,Vietnam,Qatar,0.0,4.0,FIFA World Cup qualification,Singapore,Singapore,True
1993-04-27,Ukraine,Israel,1.0,1.0,Friendly,Odessa,Ukraine,False
1993-04-28,Bulgaria,Finland,2.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,False
1993-04-28,England,Netherlands,2.0,2.0,FIFA World Cup qualification,London,England,False
1993-04-28,France,Sweden,2.0,1.0,FIFA World Cup qualification,Paris,France,False
1993-04-28,Poland,San Marino,1.0,0.0,FIFA World Cup qualification,Łódź,Poland,False
1993-04-28,Portugal,Scotland,5.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False
1993-04-28,Russia,Hungary,3.0,0.0,FIFA World Cup qualification,Moscow,Russia,False
1993-04-28,Singapore,Vietnam,1.0,0.0,FIFA World Cup qualification,Singapore,Singapore,False
1993-04-28,Spain,Northern Ireland,3.0,1.0,FIFA World Cup qualification,Seville,Spain,False
1993-04-28,Thailand,Japan,0.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
1993-04-28,United Arab Emirates,Sri Lanka,3.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False
1993-04-30,Bangladesh,Japan,1.0,4.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
1993-04-30,Indonesia,Vietnam,2.0,1.0,FIFA World Cup qualification,Singapore,Singapore,True
1993-04-30,Singapore,Qatar,1.0,0.0,FIFA World Cup qualification,Singapore,Singapore,False
1993-04-30,United Arab Emirates,Thailand,2.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False
1993-05-01,Switzerland,Italy,1.0,0.0,FIFA World Cup qualification,Bern,Switzerland,False
1993-05-02,El Salvador,Canada,1.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,False
1993-05-02,Honduras,Mexico,1.0,4.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1993-05-02,Singapore,Indonesia,2.0,1.0,FIFA World Cup qualification,Singapore,Singapore,False
1993-05-03,Malaysia,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False
1993-05-03,Sri Lanka,Thailand,0.0,3.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
1993-05-03,United Arab Emirates,Bangladesh,7.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False
1993-05-05,Bangladesh,Thailand,1.0,4.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
1993-05-05,Sri Lanka,Japan,0.0,6.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
1993-05-07,Bangladesh,Sri Lanka,3.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
1993-05-07,Lebanon,India,2.0,2.0,FIFA World Cup qualification,Beirut,Lebanon,False
1993-05-07,United Arab Emirates,Japan,1.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False
1993-05-08,United States,Colombia,1.0,2.0,Friendly,Miami,United States,False
1993-05-09,Canada,Mexico,1.0,2.0,FIFA World Cup qualification,Toronto,Canada,False
1993-05-09,El Salvador,Honduras,2.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,False
1993-05-12,Bulgaria,Israel,2.0,2.0,FIFA World Cup qualification,Sofia,Bulgaria,False
1993-05-12,Estonia,Malta,0.0,1.0,FIFA World Cup qualification,Tallinn,Estonia,False
1993-05-13,Finland,Austria,3.0,1.0,FIFA World Cup qualification,Turku,Finland,False
1993-05-15,Latvia,Albania,0.0,0.0,FIFA World Cup qualification,Riga,Latvia,False
1993-05-16,Saudi Arabia,Malaysia,3.0,0.0,FIFA World Cup qualification,Taif,Saudi Arabia,False
1993-05-18,Lithuania,Ukraine,1.0,2.0,Friendly,Vilnius,Lithuania,False
1993-05-19,Estonia,Scotland,0.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,False
1993-05-19,San Marino,Poland,0.0,3.0,FIFA World Cup qualification,Serravalle,San Marino,False
1993-05-19,Sweden,Austria,1.0,0.0,FIFA World Cup qualification,Solna,Sweden,False
1993-05-20,Luxembourg,Iceland,1.0,1.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1993-05-21,Colombia,Venezuela,1.0,1.0,Friendly,Bogotá,Colombia,False
1993-05-22,Belgium,Faroe Islands,3.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False
1993-05-22,New Zealand,Fiji,2.0,0.0,Friendly,Napier,New Zealand,False
1993-05-23,Russia,Greece,1.0,1.0,FIFA World Cup qualification,Moscow,Russia,False
1993-05-23,United States,Bolivia,0.0,0.0,Friendly,Fullerton,United States,False
1993-05-24,Jordan,Iraq,1.0,1.0,FIFA World Cup qualification,Irbid,Jordan,False
1993-05-24,New Zealand,Fiji,5.0,0.0,Friendly,Palmerston North,New Zealand,False
1993-05-25,Azerbaijan,Georgia,1.0,0.0,Friendly,Gəncə,Azerbaijan,False
1993-05-25,Jamaica,Puerto Rico,1.0,0.0,CFU Caribbean Cup,Kingston,Jamaica,False
1993-05-25,Lithuania,Northern Ireland,0.0,1.0,FIFA World Cup qualification,Vilnius,Lithuania,False
1993-05-26,Jordan,China,0.0,3.0,FIFA World Cup qualification,Irbid,Jordan,False
1993-05-26,United States,Peru,0.0,0.0,Friendly,Mission Viejo,United States,False
1993-05-27,Bolivia,Paraguay,2.0,1.0,Copa Paz del Chaco,Cochabamba,Bolivia,False
1993-05-29,Poland,England,1.0,1.0,FIFA World Cup qualification,Chorzów,Poland,False
1993-05-30,Chile,Colombia,1.0,1.0,Friendly,Santiago,Chile,False
1993-05-30,Ecuador,Peru,1.0,0.0,Friendly,Quito,Ecuador,False
1993-05-30,Iraq,China,1.0,0.0,FIFA World Cup qualification,Irbid,Jordan,True
1993-05-30,New Zealand,Australia,0.0,1.0,FIFA World Cup qualification,Auckland,New Zealand,False
1993-06-02,Denmark,Albania,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False
1993-06-02,Iceland,Russia,1.0,1.0,FIFA World Cup qualification,Reykjavík,Iceland,False
1993-06-02,Latvia,Northern Ireland,1.0,2.0,FIFA World Cup qualification,Riga,Latvia,False
1993-06-02,Lithuania,Spain,0.0,2.0,FIFA World Cup qualification,Vilnius,Lithuania,False
1993-06-02,Norway,England,2.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
1993-06-02,Scotland,Estonia,3.0,1.0,FIFA World Cup qualification,Aberdeen,Scotland,False
1993-06-02,Sweden,Israel,5.0,0.0,FIFA World Cup qualification,Solna,Sweden,False
1993-06-06,Australia,New Zealand,3.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False
1993-06-06,Azerbaijan,Tajikistan,2.0,0.0,Friendly,Tehran,Iran,True
1993-06-06,Colombia,Chile,1.0,0.0,Friendly,Bogotá,Colombia,False
1993-06-06,Faroe Islands,Wales,0.0,3.0,FIFA World Cup qualification,Toftir,Faroe Islands,False
1993-06-06,Peru,Bolivia,1.0,0.0,Friendly,Lima,Peru,False
1993-06-06,United States,Brazil,0.0,2.0,USA Cup,New Haven,United States,False
1993-06-07,Azerbaijan,Kyrgyzstan,3.0,2.0,Friendly,Tehran,Iran,True
1993-06-07,Thailand,Myanmar,2.0,0.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-08,Kyrgyzstan,Tajikistan,1.0,1.0,Friendly,Tehran,Iran,True
1993-06-09,Ecuador,Chile,1.0,2.0,Friendly,Quito,Ecuador,False
1993-06-09,Netherlands,Norway,0.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False
1993-06-09,United States,England,2.0,0.0,USA Cup,Foxborough,United States,False
1993-06-09,Singapore,Philippines,7.0,0.0,Southeast Asian Games,Singapore,Singapore,False
1993-06-09,Indonesia,Vietnam,1.0,0.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-09,Myanmar,Laos,7.0,1.0,Southeast Asian Games,Jurong Stadium,Singapore,True
1993-06-10,Brazil,Germany,3.0,3.0,USA Cup,"Washington, D.C.",United States,True
1993-06-10,Mexico,Paraguay,3.0,1.0,Friendly,Mexico City,Mexico,False
1993-06-11,India,Lebanon,1.0,2.0,FIFA World Cup qualification,Seoul,South Korea,True
1993-06-11,Peru,Venezuela,3.0,1.0,Friendly,Arequipa,Peru,False
1993-06-11,Singapore,Indonesia,1.0,1.0,Southeast Asian Games,Singapore,Singapore,False
1993-06-11,Vietnam,Philippines,1.0,0.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-11,Malaysia,Laos,9.0,0.0,Southeast Asian Games,Jurong Stadium,Singapore,True
1993-06-13,Bolivia,Chile,1.0,3.0,Friendly,La Paz,Bolivia,False
1993-06-13,Brazil,England,1.0,1.0,USA Cup,"Washington, D.C.",United States,True
1993-06-13,Iran,Tajikistan,1.0,0.0,Friendly,Tehran,Iran,False
1993-06-13,United States,Germany,3.0,4.0,USA Cup,Chicago,United States,False
1993-06-13,Myanmar,Malaysia,2.0,1.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-13,Thailand,Laos,4.0,1.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-14,Iraq,Jordan,4.0,0.0,FIFA World Cup qualification,Chengdu,China,True
1993-06-15,Ecuador,Venezuela,6.0,1.0,Copa América,Quito,Ecuador,False
1993-06-15,Singapore,Vietnam,2.0,0.0,Southeast Asian Games,Singapore,Singapore,False
1993-06-15,Indonesia,Philippines,3.0,1.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-15,Thailand,Malaysia,2.0,0.0,Southeast Asian Games,Jurong Stadium,Singapore,True
1993-06-16,China,Jordan,4.0,1.0,FIFA World Cup qualification,Chengdu,China,False
1993-06-16,Colombia,Mexico,2.0,1.0,Copa América,Machala,Ecuador,True
1993-06-16,Finland,Israel,0.0,0.0,FIFA World Cup qualification,Lahti,Finland,False
1993-06-16,Iceland,Hungary,2.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,False
1993-06-16,Uruguay,United States,1.0,0.0,Copa América,Ambato,Ecuador,True
1993-06-17,Argentina,Bolivia,1.0,0.0,Copa América,Guayaquil,Ecuador,True
1993-06-17,Singapore,Myanmar,3.0,3.0,Southeast Asian Games,Singapore,Singapore,False
1993-06-17,Thailand,Indonesia,1.0,0.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-18,Brazil,Peru,0.0,0.0,Copa América,Cuenca,Ecuador,True
1993-06-18,Paraguay,Chile,1.0,0.0,Copa América,Cuenca,Ecuador,True
1993-06-19,Ecuador,United States,2.0,0.0,Copa América,Quito,Ecuador,False
1993-06-19,England,Germany,1.0,2.0,USA Cup,Pontiac,United States,True
1993-06-19,Portugal,Malta,4.0,0.0,FIFA World Cup qualification,Porto,Portugal,False
1993-06-19,Uruguay,Venezuela,2.0,2.0,Copa América,Ambato,Ecuador,True
1993-06-19,Singapore,Indonesia,3.0,1.0,Southeast Asian Games,Singapore,Singapore,False
1993-06-20,Argentina,Mexico,1.0,1.0,Copa América,Guayaquil,Ecuador,True
1993-06-20,China,Iraq,2.0,1.0,FIFA World Cup qualification,Chengdu,China,False
1993-06-20,Colombia,Bolivia,1.0,1.0,Copa América,Machala,Ecuador,True
1993-06-20,Thailand,Myanmar,4.0,3.0,Southeast Asian Games,Singapore,Singapore,True
1993-06-21,Brazil,Chile,2.0,3.0,Copa América,Cuenca,Ecuador,True
1993-06-21,Paraguay,Peru,1.0,1.0,Copa América,Cuenca,Ecuador,True
1993-06-22,Ecuador,Uruguay,2.0,1.0,Copa América,Quito,Ecuador,False
1993-06-22,United States,Venezuela,3.0,3.0,Copa América,Quito,Ecuador,True
1993-06-23,Argentina,Colombia,1.0,1.0,Copa América,Guayaquil,Ecuador,True
1993-06-23,Costa Rica,Panama,3.0,1.0,Friendly,San José,Costa Rica,False
1993-06-23,Iran,Oman,0.0,0.0,FIFA World Cup qualification,Tehran,Iran,False
1993-06-23,Mexico,Bolivia,0.0,0.0,Copa América,Portoviejo,Ecuador,True
1993-06-24,Brazil,Paraguay,3.0,0.0,Copa América,Cuenca,Ecuador,True
1993-06-24,Chile,Peru,0.0,1.0,Copa América,Cuenca,Ecuador,True
1993-06-25,Croatia,Ukraine,3.0,1.0,Friendly,Zagreb,Croatia,False
1993-06-26,Colombia,Uruguay,1.0,1.0,Copa América,Guayaquil,Ecuador,True
1993-06-26,Ecuador,Paraguay,3.0,0.0,Copa América,Quito,Ecuador,False
1993-06-27,Brazil,Argentina,1.0,1.0,Copa América,Guayaquil,Ecuador,True
1993-06-27,Peru,Mexico,2.0,4.0,Copa América,Quito,Ecuador,True
1993-06-29,Costa Rica,Mexico,0.0,2.0,Friendly,San José,Costa Rica,False
1993-06-30,Ecuador,Mexico,0.0,2.0,Copa América,Quito,Ecuador,False
1993-07-01,Colombia,Argentina,0.0,0.0,Copa América,Guayaquil,Ecuador,True
1993-07-02,Estonia,Latvia,0.0,2.0,Baltic Cup,Pärnu,Estonia,False
1993-07-02,Oman,Iran,0.0,1.0,FIFA World Cup qualification,Damascus,Syria,True
1993-07-03,Ecuador,Colombia,0.0,1.0,Copa América,Portoviejo,Ecuador,False
1993-07-03,Latvia,Lithuania,0.0,0.0,Baltic Cup,Pärnu,Estonia,True
1993-07-03,Nigeria,Algeria,4.0,1.0,FIFA World Cup qualification,Lagos,Nigeria,False
1993-07-04,Argentina,Mexico,2.0,1.0,Copa América,Guayaquil,Ecuador,True
1993-07-04,Estonia,Lithuania,2.0,1.0,Baltic Cup,Pärnu,Estonia,False
1993-07-04,Jamaica,Costa Rica,1.0,1.0,Friendly,Kingston,Jamaica,False
1993-07-10,Honduras,Panama,5.0,1.0,Gold Cup,Dallas,United States,True
1993-07-10,United States,Jamaica,1.0,0.0,Gold Cup,Dallas,United States,False
1993-07-11,Canada,Costa Rica,1.0,1.0,Gold Cup,Mexico City,Mexico,True
1993-07-11,Egypt,Morocco,1.0,1.0,African Cup of Nations qualification,Alexandria,Egypt,False
1993-07-13,Peru,Uruguay,1.0,2.0,Friendly,Lima,Peru,False
1993-07-14,Brazil,Paraguay,2.0,0.0,Friendly,Rio de Janeiro,Brazil,False
1993-07-14,Honduras,Jamaica,1.0,3.0,Gold Cup,Dallas,United States,True
1993-07-14,United States,Panama,2.0,1.0,Gold Cup,Dallas,United States,False
1993-07-15,Mexico,Costa Rica,1.0,1.0,Gold Cup,Mexico City,Mexico,False
1993-07-17,Jamaica,Panama,1.0,1.0,Gold Cup,Dallas,United States,True
1993-07-17,Senegal,Morocco,1.0,3.0,FIFA World Cup qualification,Dakar,Senegal,False
1993-07-17,Uganda,Nigeria,0.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False
1993-07-17,Uruguay,Peru,3.0,0.0,Friendly,Montevideo,Uruguay,False
1993-07-17,United States,Honduras,1.0,0.0,Gold Cup,Dallas,United States,False
1993-07-18,Ecuador,Brazil,0.0,0.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
1993-07-18,Mexico,Canada,8.0,0.0,Gold Cup,Mexico City,Mexico,False
1993-07-18,Venezuela,Bolivia,1.0,7.0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False
1993-07-22,United States,Costa Rica,1.0,0.0,Gold Cup,Dallas,United States,False
1993-07-22,Mexico,Jamaica,6.0,1.0,Gold Cup,Mexico City,Mexico,False
1993-07-24,Nigeria,Ethiopia,6.0,0.0,African Cup of Nations qualification,Lagos,Nigeria,False
1993-07-25,Algeria,Senegal,4.0,0.0,African Cup of Nations qualification,Tlemcen,Algeria,False
1993-07-25,Bolivia,Brazil,2.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False
1993-07-25,Jamaica,Costa Rica,1.0,1.0,Gold Cup,Mexico City,Mexico,True
1993-07-25,Mexico,United States,4.0,0.0,Gold Cup,Mexico City,Mexico,False
1993-07-25,Venezuela,Uruguay,0.0,1.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False
1993-07-28,France,Russia,3.0,1.0,Friendly,Caen,France,False
1993-07-31,Canada,Australia,2.0,1.0,FIFA World Cup qualification,Edmonton,Canada,False
1993-08-01,Colombia,Paraguay,0.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
1993-08-01,Peru,Argentina,0.0,1.0,FIFA World Cup qualification,Lima,Peru,False
1993-08-01,Uruguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
1993-08-01,Venezuela,Brazil,1.0,5.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False
1993-08-08,Bolivia,Uruguay,3.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,False
1993-08-08,Brazil,Mexico,1.0,1.0,Friendly,Maceió,Brazil,False
1993-08-08,Ecuador,Venezuela,5.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
1993-08-08,Paraguay,Argentina,1.0,3.0,FIFA World Cup qualification,Asunción,Paraguay,False
1993-08-08,Peru,Colombia,0.0,1.0,FIFA World Cup qualification,Lima,Peru,False
1993-08-11,Faroe Islands,Norway,0.0,7.0,Friendly,Toftir,Faroe Islands,False
1993-08-11,Sweden,Switzerland,1.0,2.0,Friendly,Borås,Sweden,False
1993-08-15,Paraguay,Peru,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
1993-08-15,Australia,Canada,2.0,1.0,FIFA World Cup qualification,Sydney,Australia,False
1993-08-15,Bolivia,Ecuador,1.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False
1993-08-15,Colombia,Argentina,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
1993-08-15,Uruguay,Brazil,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False
1993-08-22,Argentina,Peru,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
1993-08-22,Bolivia,Venezuela,7.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False
1993-08-22,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False
1993-08-22,Paraguay,Colombia,1.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
1993-08-22,Sweden,France,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False
1993-08-25,Austria,Finland,3.0,0.0,FIFA World Cup qualification,Vienna,Austria,False
1993-08-25,Denmark,Lithuania,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False
1993-08-29,Argentina,Paraguay,0.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
1993-08-29,Brazil,Bolivia,6.0,0.0,FIFA World Cup qualification,Recife,Brazil,False
1993-08-29,Colombia,Peru,4.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
1993-08-29,Uruguay,Venezuela,4.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
1993-08-31,Iceland,United States,0.0,1.0,Friendly,Reykjavík,Iceland,False
1993-09-05,Argentina,Colombia,0.0,5.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
1993-09-05,Brazil,Venezuela,4.0,0.0,FIFA World Cup qualification,Belo Horizonte,Brazil,False
1993-09-05,Ecuador,Uruguay,0.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
1993-09-05,Estonia,Portugal,0.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,False
1993-09-05,Peru,Paraguay,2.0,2.0,FIFA World Cup qualification,Lima,Peru,False
1993-09-08,Albania,Denmark,0.0,1.0,FIFA World Cup qualification,Tirana,Albania,False
1993-09-08,Bulgaria,Sweden,1.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,False
1993-09-08,England,Poland,3.0,0.0,FIFA World Cup qualification,London,England,False
1993-09-08,Faroe Islands,Romania,0.0,4.0,FIFA World Cup qualification,Toftir,Faroe Islands,False
1993-09-08,Finland,France,0.0,2.0,FIFA World Cup qualification,Tampere,Finland,False
1993-09-08,Hungary,Russia,1.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False
1993-09-08,Iceland,Luxembourg,1.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,False
1993-09-08,Northern Ireland,Latvia,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False
1993-09-08,Norway,United States,1.0,0.0,Friendly,Oslo,Norway,False
1993-09-08,Scotland,Switzerland,1.0,1.0,FIFA World Cup qualification,Aberdeen,Scotland,False
1993-09-08,Spain,Chile,2.0,0.0,Friendly,Alicante,Spain,False
1993-09-12,Uruguay,Bolivia,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False
1993-09-12,Venezuela,Ecuador,2.0,1.0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False
1993-09-17,Saudi Arabia,Thailand,4.0,0.0,Friendly,Dammam,Saudi Arabia,False
1993-09-19,Brazil,Uruguay,2.0,0.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
1993-09-19,Ecuador,Bolivia,1.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
1993-09-20,Saudi Arabia,Thailand,3.0,0.0,Friendly,Dammam,Saudi Arabia,False
1993-09-22,Albania,Spain,1.0,5.0,FIFA World Cup qualification,Tirana,Albania,False
1993-09-22,Estonia,Italy,0.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,False
1993-09-22,Norway,Poland,1.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
1993-09-22,Romania,Israel,1.0,0.0,Friendly,Bucharest,Romania,False
1993-09-22,San Marino,Netherlands,0.0,7.0,FIFA World Cup qualification,Bologna,Italy,True
1993-09-22,Tunisia,Germany,1.0,1.0,Friendly,Tunis,Tunisia,False
1993-09-23,Saudi Arabia,Costa Rica,1.0,2.0,Friendly,Khobar,Saudi Arabia,False
1993-09-27,Saudi Arabia,Costa Rica,3.0,2.0,Friendly,Khobar,Saudi Arabia,False
1993-09-29,Mexico,Poland,0.0,0.0,Friendly,Oakland,United States,True
1993-10-05,Cyprus,Israel,2.0,2.0,Friendly,Limassol,Cyprus,False
1993-10-06,Mexico,South Africa,4.0,0.0,Friendly,Los Angeles,United States,True
1993-10-06,Saudi Arabia,Russia,4.0,2.0,Friendly,Khobar,Saudi Arabia,False
1993-10-08,Algeria,Nigeria,1.0,1.0,FIFA World Cup qualification,Algiers,Algeria,False
1993-10-12,Luxembourg,Greece,1.0,3.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1993-10-13,Bulgaria,Austria,4.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,False
1993-10-13,Denmark,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False
1993-10-13,France,Israel,2.0,3.0,FIFA World Cup qualification,Paris,France,False
1993-10-13,Germany,Uruguay,5.0,0.0,Friendly,Karlsruhe,Germany,False
1993-10-13,Italy,Scotland,3.0,1.0,FIFA World Cup qualification,Rome,Italy,False
1993-10-13,Netherlands,England,2.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False
1993-10-13,Poland,Norway,0.0,3.0,FIFA World Cup qualification,Poznań,Poland,False
1993-10-13,Portugal,Switzerland,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,False
1993-10-13,Romania,Belgium,2.0,1.0,FIFA World Cup qualification,Bucharest,Romania,False
1993-10-13,Slovenia,North Macedonia,1.0,4.0,Friendly,Kranj,Slovenia,False
1993-10-13,Sweden,Finland,3.0,2.0,FIFA World Cup qualification,Solna,Sweden,False
1993-10-13,United States,Mexico,1.0,1.0,Friendly,"Washington, D.C.",United States,False
1993-10-13,Wales,Cyprus,2.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False
1993-10-15,Saudi Arabia,Japan,0.0,0.0,FIFA World Cup qualification,Doha,Qatar,True
1993-10-16,United States,Ukraine,1.0,2.0,Friendly,High Point,United States,False
1993-10-17,Tunisia,Iceland,3.0,1.0,Friendly,Tunis,Tunisia,False
1993-10-18,Japan,Iran,1.0,2.0,FIFA World Cup qualification,Doha,Qatar,True
1993-10-20,Mexico,Ukraine,2.0,1.0,Friendly,San Diego,United States,True
1993-10-22,Iran,Iraq,1.0,2.0,FIFA World Cup qualification,Doha,Qatar,True
1993-10-23,United States,Ukraine,0.0,1.0,Friendly,Bethlehem,United States,False
1993-10-24,Iraq,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,Doha,Qatar,True
1993-10-26,United Arab Emirates,Jordan,2.0,1.0,Friendly,Al Ain,United Arab Emirates,False
1993-10-27,Hungary,Luxembourg,1.0,0.0,FIFA World Cup qualification,Budapest,Hungary,False
1993-10-27,Israel,Austria,1.0,1.0,FIFA World Cup qualification,Ramat Gan,Israel,False
1993-10-28,Iraq,Japan,2.0,2.0,FIFA World Cup qualification,Doha,Qatar,True
1993-10-28,Saudi Arabia,Iran,4.0,3.0,FIFA World Cup qualification,Doha,Qatar,True
